id,timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0,4.77e-07,-0.13601404,0.47386914,1.3578842,0.16752486375,-0.3752129,-0.28297498875
1,0.010000477,-0.14162412,0.38941297,1.5272537,0.4071297,0.09468132,-0.35749835
2,0.020000477,-0.19336495,0.42090872000000007,1.4581948999999998,0.72599196,0.5430432,-0.35505497
3,0.030000477,-0.1267452,0.45142877,1.141652,0.9544488,1.450915,-0.29885703
4,0.040000477,-0.07305304,0.45508754,1.0772275,0.9666658,1.6219522000000002,-0.2854184
5,0.050000477,0.0028152058333333345,0.49106525666666667,0.9926188833333333,0.9625934666666667,1.6209341166666666,-0.33835846666666664
6,0.060000477,0.006119695214285715,0.54778455,1.02504676,0.9499111142857143,1.1564865857142856,-0.5151842057142858
7,0.070000477,-0.050294747242857145,0.5479152928571429,1.1514652285714286,1.0237364,0.06992019857142859,-0.8555788714285715
8,0.080000477,-0.08744413,0.50682837,1.2873617,1.1943081833333333,-0.9286914516666668,-1.1816840166666667
9,0.090000477,-0.14951220142857144,0.4994890771428571,1.3180473428571429,1.4281172857142859,-1.9415344285714284,-1.4622374285714286
10,0.100000477,-0.21478169428571428,0.5178307457142858,1.1361246714285713,1.5810035714285713,-3.1164554571428575,-1.628736942857143
11,0.110000477,-0.19064266285714287,0.5335895114285714,0.7729763,1.6558759714285713,-3.8433636285714283,-1.7971563
12,0.120000477,-0.014238636,0.47801572,0.47737542,1.8349414714285714,-2.772635642857143,-2.0662782428571433
13,0.130000477,0.09290177,0.3198662,0.30044436,2.1028416,-0.80082077,-2.1474335
14,0.140000477,0.1280518957142857,0.30418586,0.2502410742857143,2.117502085714286,-0.21754889,-2.1579053
15,0.150000477,0.13797554166666667,0.31681724499999997,0.32422114333333335,2.0556028333333334,0.93368003,-2.1262575333333333
16,0.160000477,-0.13040395,0.53926927,1.0152422,1.6752486,0.83518094,-1.7650431
17,0.170000477,-0.23656867,0.6014985,0.9984119000000001,1.3417260000000002,-0.5662554,-1.3582189
18,0.180000477,-0.19995505,0.4979559,0.8567921257142856,1.2977449714285714,-1.2333006,-1.1644930428571427
19,0.190000477,-0.06646729,0.36258212,0.7443422,1.4621501428571428,-1.3381917714285714,-1.1761864285714285
20,0.200000477,-0.0010671355,0.3418492,0.7590077000000001,1.7192296,-1.2504044,-1.3679924
21,0.210000477,0.021538711785714287,0.31255306857142856,0.6857804428571429,1.8815404,-1.181291342857143,-1.5135486285714286
22,0.220000477,0.059480100499999994,0.25947143833333336,0.6703237,1.9920746999999999,-1.07000075,-1.6029650833333333
23,0.230000477,-0.057115701428571426,0.22137179857142858,0.7671528085714285,2.2216951285714286,-1.0657539714285715,-1.645666142857143
24,0.240000477,-0.18472768142857143,0.29542229714285717,0.8112974,2.553996042857143,-1.1128764285714285,-1.5758550571428571
25,0.250000477,-0.5028901283333334,1.0232965533333334,0.8743142666666666,2.6094376,-1.9646883333333334,-1.4380362333333334
26,0.260000477,-0.5391429714285715,1.1017019714285714,0.8422181599999999,2.5463166999999998,-2.8640882142857147,-1.3503651142857145
27,0.270000477,-0.3576428333333333,0.6605669833333333,0.4191098233333333,2.4960236166666667,-4.21464255,-1.3704358
28,0.280000477,-0.27641421000000005,0.5565917285714286,0.06437657814285715,2.280511014285714,-3.5772088,-1.3130162
29,0.290000477,-0.14650245,0.5902783,-0.019513333,1.8829367,-2.9106872,-1.2226108
30,0.300000477,-0.07016524714285714,0.6994658714285714,-0.05215461185714286,1.4242776714285714,-2.551509028571428,-1.2540257714285714
31,0.310000477,-0.07919161333333334,0.8748883833333334,-0.025860248333333336,0.6636855583333333,-2.031474333333333,-1.3376536
32,0.320000477,-0.13458103428571427,1.0002325285714286,0.016054943857142855,0.07552690168285714,-1.3509323142857144,-1.4046432285714285
33,0.330000477,-0.17405632142857144,1.0458057714285716,0.019892275428571426,-0.22274108233857143,-0.8088490714285715,-1.4048177285714287
34,0.340000477,-0.25998467,0.9819780000000001,0.17010139,-0.7333221416666666,0.6916063666666666,-1.2690351666666666
35,0.350000477,-0.27029888142857145,0.9094650685714286,0.3218349671428572,-1.0046255442857144,1.5947258428571427,-1.1765354428571428
36,0.360000477,-0.2896459733333333,0.6946035616666667,0.7317398583333333,-1.2786051,2.287164933333333,-1.1028846833333332
37,0.370000477,-0.37436852285714284,0.5372221571428571,0.9007755857142856,-1.3226151857142856,2.1633375,-1.0854320142857143
38,0.380000477,-0.6358298,0.58637565,1.580458,-1.1651912,1.1235008,-0.8487722999999999
39,0.390000477,-0.5169988228571428,0.5399356928571429,1.4432287428571429,-0.60199,-0.21074230999999996,-0.40758783000000004
40,0.400000477,-0.40057215,0.5251221,1.1445789000000002,0.095597595,-0.663991,-0.023975754
41,0.410000477,-0.37980875,0.57296026,1.1726599,0.6728482408333334,-0.8706609416666667,0.10022984933333334
42,0.420000477,-0.42398816,0.62884766,1.2622079,1.4357965,-1.7060964,0.031000498999999997
43,0.430000477,-0.5045314683333333,0.7526861933333334,1.1731527333333334,1.7705408,-2.4134576,-0.1241547
44,0.440000477,-0.46937407285714283,0.7222023999999999,1.0434231999999999,1.8166161142857145,-2.3087409142857145,0.02733541428571428
45,0.450000477,-0.35239860333333334,0.588327,1.0365645333333333,1.9043162999999999,-1.9290557000000002,0.352917
46,0.460000477,-0.30416408,0.5324396,1.0555189,1.95746,-1.627908,0.564881
47,0.470000477,0.042824800571428574,0.602887962857143,0.8734089285714285,2.2464780285714285,-0.5419960542857143,0.7313804857142857
48,0.480000477,0.038193283333333335,0.6447784733333334,0.7883234,2.225418433333333,-0.24617144333333332,0.6703539333333333
49,0.490000477,-0.04985047,0.671777,0.7885216,2.099700228571429,-0.11754446857142857,0.5966450714285714
50,0.500000477,-0.18043736,0.6376287,0.8561169999999999,2.1065068,-0.13621894,0.7237013
51,0.510000477,-0.2555942,0.5902783000000001,0.9083457,2.281209,-0.44652936,0.9692619
52,0.520000477,-0.11000206571428571,0.6143215428571428,0.7947676371428571,2.5073971714285714,-0.8172263657142859,1.0865445
53,0.530000477,0.053844605,0.66104466,0.57911915,2.7199502,-0.9816315,1.0841012
54,0.540000477,0.08700202583333333,0.6632805766666666,0.4575165083333333,2.6974252,-0.9989389166666666,1.0973362
55,0.550000477,0.1703278757142857,0.7528444342857143,0.3228933971428571,2.5058263714285713,-0.9018723657142856,1.0804361142857142
56,0.560000477,0.24878193857142858,0.9228064428571428,0.23365909999999998,2.122912357142857,-0.6632928828571429,0.9357525857142858
57,0.570000477,0.22381096857142854,0.9199230371428572,0.2658430485714286,1.7808379857142858,-0.42628413142857147,0.7748379428571429
58,0.580000477,0.13854466,0.85337293,0.38706526,1.6178289999999997,-0.20422659500000004,0.7739944
59,0.590000477,0.06594461285714286,0.82867639,0.4795271114285714,1.5944422714285713,0.04912957428571428,0.92824787
60,0.600000477,0.086969361,0.8946297228571429,0.5408939571428572,1.769319,0.18264332,1.0694408
61,0.610000477,-0.051070053,0.8611783000000001,0.5735091,2.061304,-0.114228435,1.0266815
62,0.620000477,-0.23223044185714287,0.8429629857142859,0.5069982428571429,2.3440391714285718,-0.675509805,1.1607188428571429
63,0.630000477,0.036729784999999994,0.7976227666666666,0.5652514750000001,2.6396745666666668,-1.3106746333333334,1.3475799333333331
64,0.640000477,0.17786316428571428,0.8040843714285714,0.6105669928571429,2.9084400571428572,-1.7800962285714286,1.4064539857142857
65,0.650000477,0.43027335714285714,0.8717276571428572,0.8539174571428572,3.8854465857142855,-2.749249057142857,1.1078369714285714
66,0.660000477,0.3007884514285714,0.8665096428571429,0.8129219942857143,5.0551321428571425,-3.723637742857143,0.6345175857142857
67,0.670000477,0.05286894000000001,0.8291946999999998,0.49225435,5.664234085714286,-4.429078857142857,0.4411407942857143
68,0.680000477,-0.041801217999999994,0.8016321700000001,0.25626495,6.047846,-5.03048,0.35597125
69,0.690000477,-0.07939488000000001,0.7935829,0.094212815,6.208062285714286,-5.143574,0.2879054071428571
70,0.700000477,-0.10354263000000001,0.75891626,-0.060033992,6.3532696,-4.97306,0.19104248
71,0.710000477,-0.13954574666666666,0.7147825433333334,-0.18387251533333335,6.397047183333332,-4.634930833333334,0.13810238
72,0.720000477,-0.27310391,0.6538709142857143,-0.29629343142857145,6.435123242857143,-4.284569828571429,0.07934469714285715
73,0.730000477,-0.42530352857142856,0.57575222,-0.41402676857142856,6.467061714285714,-4.158037085714286,0.08004280571428571
74,0.740000477,-0.5537314666666666,0.46882816,-0.5719541266666667,6.4941718,-4.140933666666666,0.11041064
75,0.750000477,-0.7137088857142857,0.37949078428571426,-0.7394116285714285,6.477009714285714,-4.148264,0.16748122285714287
76,0.760000477,-0.8835272,0.36380171999999994,-0.8866066,6.3528625000000005,-4.106522333333333,0.3162661666666667
77,0.770000477,-0.8788230571428571,0.37199034857142854,-0.9580829571428572,6.144185457142858,-4.030980928571429,0.4638293857142857
78,0.780000477,-0.8689966800000001,0.38697380571428575,-1.050048242857143,5.787101514285714,-3.7988592142857143,0.5835554485714285
79,0.790000477,-0.9404555514285714,0.4096493371428572,-1.1882227285714286,5.352527285714286,-3.501812885714286,0.6373100428571429
80,0.800000477,-1.0348469,0.39139476,-1.3009906,4.7052035,-3.087833,0.69438064
81,0.810000477,-1.0701277571428571,0.39404301142857145,-1.2215086,4.411298814285714,-2.860946714285714,0.7579087314285714
82,0.820000477,-1.1045563333333333,0.4013953666666667,-1.0846161666666667,3.9856255666666667,-2.4790216666666667,0.8935168333333333
83,0.830000477,-1.0827373857142857,0.3976669357142857,-1.0855773000000002,3.772003585714286,-2.2851795714285714,0.9793845142857143
84,0.840000477,-0.9901710314285713,0.3827052542857143,-1.1666316428571428,3.4302782,-2.006109742857143,1.0409928428571429
85,0.850000477,-0.8698678,0.37453404,-1.2822089,2.905822214285714,-1.568743042857143,1.007658
86,0.860000477,-0.77858204,0.43139714,-1.2668422,2.3887181,-1.179546,0.9240592
87,0.870000477,-0.7910914699999999,0.43003816857142857,-1.1268166471428571,2.0529265714285714,-0.9284005571428572,0.8151538485714286
88,0.880000477,-0.78443605,0.39505354,-0.9956983300000001,1.8853800000000003,-0.8362499,0.7701257
89,0.890000477,-0.8202358916666667,0.4391872233333333,-0.9265632216666666,1.8130965,-0.7324058999999999,0.7008963333333335
90,0.900000477,-0.89279604,0.44432473,-0.83779275,1.7717625,-0.55770355,0.6418477000000001
91,0.910000477,-0.9645989733333332,0.4612210133333334,-0.8646490666666667,1.7727804999999999,-0.36121434166666666,0.6520285333333334
92,0.920000477,-1.0275903742857142,0.4710466485714286,-0.9139470228571429,1.7618143285714285,-0.18648294,0.7203852714285714
93,0.930000477,-0.9879408571428572,0.47383427857142857,-0.9599645142857144,1.734064414285714,0.05698332,0.8465688542857144
94,0.940000477,-0.7809950285714286,0.5089757071428571,-0.9736238857142857,1.6370269857142858,0.5534276114285713,1.0057382257142857
95,0.950000477,-0.5594229,0.53731793,-0.933713,1.623413842857143,0.9105769342857143,1.0444833285714288
96,0.960000477,-0.45245526666666663,0.533455905,-0.9589431666666667,1.66567865,0.9204959333333332,0.95826665
97,0.970000477,-0.3607875885714286,0.5264113571428571,-0.9986950857142857,1.6989844142857142,0.7821244742857143,0.82073874
98,0.980000477,-0.32375146714285713,0.5324744571428571,-1.1297916285714285,1.6707109285714286,0.48145671714285715,0.59245638
99,0.990000477,-0.34346515,0.50536484,-1.2124183,1.4883293,0.3011477,0.39628717
100,1.000000477,-0.42593947,0.54024494,-1.2416883,1.2317735000000003,0.255945,0.24235365
